School,Street Address,Street Zip,Latitude,Longitude
First Baptist Church School,1000 Pine Ave,90813-3119,33.780015,-118.192031
Franklin Classical Middle,540 Cerritos Ave.,90802-1623,33.773409,-118.177906
Garfield Elementary,2240 Baltic Ave.,90810-3597,33.797873,-118.213196
Gethsemane Baptist Christian,6095 Orange Ave.,90805-3059,33.864631,-118.177612
Grant Elementary,1225 East 64th St.,90805-2534,33.871036,-118.176765
Greater United Faith Apostolic Church/United Faith Community School,6934 North Long Beach,90805-1136,33.880005,-118.204187
Hamilton Middle,1060 East 70th St.,90805-1008,33.881788,-118.179458
Harte Elementary,1671 East Phillips St.,90805-4811,33.858779,-118.172427
Holy Innocents Elementary,2500 Pacific Ave.,90806-3034,33.803195,-118.193295
Hudson,2335 Webster Ave.,90810-3254,33.799581,-118.219834
Hughes Middle,3846 California Ave.,90807-3510,33.827469,-118.180596
HUNTINGTON ACADEMY,1423 Walnut Ave,90813-2425,33.784849,-118.172265
Intellectual Virtues Academy of Long Beach,3601 Linden Ave.,90807-4001,33.823065,-118.187264
Jenny Oropeza Elementary,700 Locust Ave.,90813-4317,33.775356,-118.191035
Jessie Nelson Academy,1951 Cherry Ave.,90755-5823,33.792988,-118.168847
Jordan High,6500 Atlantic Ave.,90805-2304,33.872497,-118.185921
King Elementary,145 East Artesia Blvd.,90805-2003,33.874417,-118.201736
Lafayette Elementary,2445 Chestnut Ave.,90806-2997,33.80158,-118.195943
Legezy Academy,630 E Via Almendro,90805-6514,33.84951,-118.183207
LEN Educational Services,344 West 8Th St.,90813-4210,33.776368,-118.196191
Lincoln Elementary,1175 East 11th St.,90813-3659,33.780845,-118.176961
Lindbergh STEM Academy,1022 East Market St.,90805-6034,33.854306,-118.180238
Lindsey Academy,5075 Daisy Ave.,90805-6307,33.848346,-118.198739
Longfellow Elementary,3800 Olive Ave.,90807-3577,33.826987,-118.18261
Los Cerritos Elementary,515 West San Antonio Dr.,90807-3117,33.827929,-118.19903
Madison Elementary,2801 Bomberry St.,90712-3724,33.838528,-118.158582
Mann Elementary,257 Coronado Ave.,90803-5842,33.76653,-118.153575
McKinley Elementary,6822 Paramount Blvd.,90805-1937,33.878748,-118.159859
Montessori On Elm,930 Elm Ave.,90813-4426,33.77858,-118.187283
Muir K-8,3038 Delta Ave.,90810-2843,33.812547,-118.211017
New City,1637 Long Beach Blvd.,90813-1929,33.788129,-118.189907
New Hope Academy of Change,1133 Rhea St.,90806-5125,33.792741,-118.178294
Oaktree Preschool and Kindergarten,1710 Redondo Ave.,90804-1924,33.788289,-118.152064
Oakwood Academy,3850 Long Beach Blvd,90807-3312,33.828555,-118.188923
Olivia Nieto Herrera Elementary,1620 Temple Ave.,90804-1638,33.787326,-118.158862
Pacific Baptist School,3332 Magnolia Ave,90806-1234,33.817957,-118.197736
Polytechnic High,1600 Atlantic Ave.,90813-2017,33.787163,-118.184962
Powell Academy for Success,150 Victoria St.,90805-2147,33.864818,-118.203585
QTD International,1308 E Silva St,90807-1150,33.847345,-118.175002
Renaissance High School for the Arts,235 East 8th St.,90813-4311,33.776825,-118.190412
Richard D. Browning High,2120 Obispo Ave.,90804,33.795479,-118.154577
Robinson Academy,1400 E. 20th St.,90806-5757,33.793083,-118.173796
Roosevelt Elementary,1574 Linden Ave.,90813-2032,33.786281,-118.186603
Saint Anthony High School,620 Olive Ave.,90802-1546,33.774457,-118.182226
Signal Hill Elementary,2285 Walnut Ave.,90755-3619,33.798607,-118.172064
Spectrum Center Schools- Long Beach Jordan Plus HS,171 West Bort St.,90805-2111,33.87051,-118.204749
St. Anthony Parish,855 East 5th St.,90802-2602,33.773039,-118.181029
St. Athanasius Elementary,5377 Linden Ave.,90805-6062,33.853772,-118.186229
St. Barnabas Elementary,3980 Marron Ave.,90807-3664,33.831042,-118.176942
St. Lucy School,2320 Cota Ave.,90810-3230,33.799435,-118.216177
Stephens Middle,1830 West Columbia St.,90810-2913,33.809075,-118.216917
Stevenson Elementary,515 Lime Ave.,90802-2642,33.773258,-118.183744
Success Work College Preparatory Academy,3355 Atlantic Ave.,90807-4511,33.818151,-118.18524
The Muse Academy,1135 Gaviota Ave,90813-3813,33.781553,-118.171305
Washington Middle,1400 E. 20th St.,90806-5757,33.793366,-118.17415
Webster Elementary,1755 West 32nd Way,90810-2459,33.816208,-118.216015
Westerly School of Long Beach,2950 E. 29Th St.,90806-2315,33.807318,-118.156027
Whittier Elementary,1761 Walnut Ave.,90813-2430,33.789148,-118.172051
Willard Elementary,1055 Freeman Ave.,90804-3804,33.779962,-118.155727
Alma Fuerte Public,524 Palisade St.,91103-2056,34.170299,-118.161227
Animo City of Champions Charter High,9330 South Eighth Ave.,90305-2914,33.951586,-118.325055
Aspire Antonio Maria Lugo Academy,6100 Carmelita Ave.,90255-4138,33.984203,-118.196598
Aspire Ollin University Preparatory Academy,2540 East 58th St.,90255-2659,33.990154,-118.226537
Bridges Preparatory Academy,400 South Santa Fe Ave.,90221-3244,33.893146,-118.215427
Celerity Sirius Charter,310 East El Segundo Blvd.,90222-2315,33.915978,-118.222636
Central Juvenile Hall,1605 Eastlake Ave.,90033,34.063497,-118.20587
Da Vinci RISE High,201 North Douglas St.,90245-4637,33.917773,-118.383986
East Los Angeles County Community,1260 South Monterey Pass Rd.,91754-3617,34.048695,-118.160835
Environmental Charter High - Gardena,2818 Manhattan Beach Blvd.,90249-4534,33.887035,-118.325328
Environmental Charter Middle - Gardena,812 West 165th Pl.,90247-5105,33.880446,-118.289578
Environmental Charter Middle - Inglewood,3600 West Imperial Hwy.,90303-2714,33.930642,-118.335892
Intellectual Virtues Academy,1637 Long Beach Blvd.,90813-4001,33.787916,-118.189829
Jardin de la Infancia,"1400 S Broadway Los Angeles, CA 90015",90015-2209,34.035321,-118.262415
"Kirby, Dorothy Camp",1500 South McDonnell Ave.,90040,34.011983,-118.170193
L.A. County High School for the Arts,5151 State University Dr.,90032-4221,34.062369,-118.171605
Lashon Academy,7477 Kester Ave.,91405-1722,34.206356,-118.457491
Lashon Academy City,3109 Sixth Ave.,90018-2920,34.02663,-118.324179
Los Padrinos Juvenile Hall,7285 East Quill Dr.,90242,33.933578,-118.163154
Magnolia Science Academy,18238 Sherman Way,91335-4550,34.201083,-118.530541
Magnolia Science Academy 2,17125 Victory Blvd.,91406-5455,34.18669,-118.505421
Magnolia Science Academy 3,1254 East Helmick St.,90746-3164,33.851607,-118.249577
Magnolia Science Academy 5,18238 Sherman Way,91335-6121,34.200724,-118.530231
"Nidorf SYTF, Barry J.",16350 Filbert St.,91342,34.314485,-118.484129
North Valley Military Institute College Preparatory Academy,12105 Allegheny St.,91352,34.234622,-118.396563
Odyssey Charter,725 West Altadena Dr.,91001-4103,34.199346,-118.162116
Opportunities Unlimited Charter High,5100 South Broadway Ave.,90037,33.996155,-118.277941
Optimist Charter,6957 North Figueroa St.,90042-1245,34.128523,-118.187757
Pacific Lodge Residential Education Center,4900 Serrania Ave.,91364,34.157824,-118.588138
Phoenix Academy Residential Education Center,11600 Eldrige Ave.,91342-6522,34.280288,-118.382751
Renaissance County Community,14600 Cerise Ave.,90250-8526,33.898285,-118.332893
Russell Westbrook Why Not? Middle,1700 West 46th St.,90062-2347,34.001137,-118.309155
Soledad Enrichment Action Charter High,222 North Virgil Ave.,90004-3622,34.075643,-118.286826
Soleil Academy Charter,3900 Agnes Ave.,90262-4415,33.917011,-118.201802
The SEED School of Los Angeles County,8400 South Vermont Ave.,90044-3424,33.96217,-118.291218
Tri Community PAU,12721 South Willowbrook Ave.,90222-1529,33.916938,-118.232127
Valiente College Preparatory Charter,8691 California Ave.,90280-3003,33.954987,-118.20667
Via Nueva Academy,3633 Slauson Ave.,90270-5655,33.988597,-118.199675
We the People High,1635 Long Beach Blvd.,90813-2304,33.787729,-118.189813
Westbrook Academy,2340 Firestone Blvd.,90280-2654,33.956381,-118.229758
Westchester Secondary Charter,7001 South St. Andrews Pl.,90047-1833,33.976593,-118.312259
Wisdom Academy for Young Scientists,706 East Manchester Ave.,90001-3633,33.95994,-118.26269
ABC Little School,14926 Burbank Blvd,91411-3609,34.171748,-118.458429
"ABC Little School Van Nuys, LLC",6447 Woodman Ave.,91401-1603,34.188035,-118.431665
"ABC Little School, Studio City",11728 Moorpark St.,91604-2111,34.149974,-118.3887
Abraham Joshua Heschel Day School,17701 Devonshire St.,91325-1213,34.258605,-118.52034
Abraham Lincoln Senior High,3501 North Broadway,90031-2856,34.073873,-118.203866
Abram Friedman Occupational,1646 South Olive St.,90015-3507,34.034589,-118.265289
Academia Moderna,2410 Broadway,90255-6342,33.967144,-118.229658
Academies of Education and Empowerment at Carson High,22328 South Main St.,90745-4525,33.823923,-118.275857
Academy for Advancement of Children With Autism,22280 Devonshire St.,91311-2736,34.256923,-118.612098
Academy for Enriched Sciences,17551 Miranda St.,91316-1250,34.17514,-118.515304
Academy of Media Arts,2009 West Martin Luther King Blvd.,90062-1434,34.011254,-118.315466
Academy of Media Arts,345 S. Figueroa St,90072-1002,34.054276,-118.255787
Academy of Medical & Health Sciences at Roosevelt High,456 South Mathews St.,90033-4326,34.039171,-118.211197
Academy of Medical Arts at Carson High,22328 South Main St.,90745-4525,33.823923,-118.275857
Academy of Science and Engineering,5753 Rodeo Rd.,90016-5013,34.02233,-118.371288
Accelerated,4000 South Main St.,90037-1022,34.010434,-118.273931
Accelerated Charter Elementary,3914 South Main St.,90037-1253,34.011574,-118.273642
Achievers Academy Preschool,9025 LANGDON AVE.,91343-3918,34.234402,-118.470474
Acton Academy Venice Beach,"2210 Lincoln Blvd., Ste. 13",90291-3971,33.995245,-118.454304
Adult Education Virtual Academy,333 South Beaudry Ave.,90017,34.056143,-118.257322
AGBU Manoogian-Demirdjian,6844 Oakdale Ave,91306-3913,34.194771,-118.566317
Aggeler Community Day,21050 Plummer St.,91311-4903,34.242728,-118.592704
Al Falaq Meraj Academy,11070 Old Santa Susana Pass Rd,91311-1207,34.271442,-118.606468
Al Hadi School,5150 Gage Ave,90201-1529,33.976183,-118.173065
Alain Leroy Locke 3 College Preparatory Academy,325 East 111th St.,90061-3003,33.934867,-118.268939
Alain Leroy Locke College Preparatory Academy,325 East 111th St.,90061-3003,33.934867,-118.268939
Albert Einstein Continuation,15938 Tupper St.,91343-3149,34.239189,-118.479347
Albion Street Elementary,322 South Avenue 18,90031-2507,34.069357,-118.220913
Aldama Elementary,632 North Avenue 50,90042-3205,34.110127,-118.206005
Alexander Fleming Middle,25425 Walnut St.,90717-2610,33.79321,-118.312098
Alexander Hamilton Senior High,2955 Robertson Blvd.,90034-3116,34.033458,-118.389692
Alexandria Avenue Elementary,4211 Oakwood Ave.,90004-3214,34.077638,-118.299734
Alfonso B. Perez Special Education Center,4540 Michigan Ave.,90022-1130,34.038721,-118.168271
Alfred B. Nobel Charter Middle,9950 Tampa Ave.,91324-1142,34.250954,-118.553508
All About Kids,7123 Baird Ave,91335-4129,34.199988,-118.537642
Allesandro Elementary,2210 Riverside Dr.,90039-4009,34.101203,-118.250906
Alliance Alice M. Baxter College-Ready High,461 West 9th St.,90731-3211,33.735787,-118.287155
Alliance Christine O'Donovan Middle Academy,5355 South Fourth Ave.,90043,33.993504,-118.321494
Alliance Cindy and Bill Simon Technology Academy High,10720 Wilmington Ave.,90059-1236,33.938494,-118.238742
Alliance College-Ready Academy High No. 7,2941 West 70th St.,90043,33.976373,-118.32583
Alliance College-Ready Middle Academy 12,131 East 50th St.,90011-3937,33.997698,-118.27327
Alliance College-Ready Middle Academy 4,9719 South Main St.,90003-4135,33.947773,-118.274229
Alliance College-Ready Middle Academy 5,211 South Avenue 20,90031-2508,34.072418,-118.220026
Alliance College-Ready Middle Academy 7,2941 West 70th St.,90043-4420,33.976373,-118.32583
Alliance College-Ready Middle Academy 8,113 South Rowan Ave.,90063-2434,34.035463,-118.187318
Alliance Collins Family College-Ready High,2071 Saturn Ave.,90255-3635,33.976919,-118.234136
Alliance Dr. Olga Mohan High,644 West 17th St.,90015-3400,34.03659,-118.271251
Alliance Gertz-Ressler Richard Merkin 6-12 Complex,2023 South Union Ave.,90007-1326,34.036313,-118.282561
Alliance Jack H. Skirball Middle,603 East 115th St.,90059-2322,33.930161,-118.263612
Alliance Judy Ivie Burton Technology Academy High,10101 South Broadway,90003-4534,33.944203,-118.278494
Alliance Kory Hunter Middle,5886 Compton Ave.,90001-1345,33.987113,-118.247384
Alliance Leichtman-Levine Family Foundation Environmental Science High,2930 Fletcher Dr.,90065-1407,34.113837,-118.246925
Alliance Marc & Eva Stern Math and Science,5151 State University Dr.,90032-4226,34.062039,-118.173659
Alliance Margaret M. Bloomfield Technology Academy High,7907 Santa Fe Ave.,90255-6630,33.967152,-118.230615
Alliance Marine - Innovation and Technology 6-12 Complex,11933 Allegheny St.,91352-1834,34.237261,-118.393274
Alliance Morgan McKinzie High,110 South Townsend Ave.,90063-2437,34.035647,-118.187753
Alliance Ouchi-O'Donovan 6-12 Complex,5356 South Fifth Ave.,90043-2622,33.993484,-118.322462
Alliance Patti And Peter Neuwirth Leadership Academy,4610 South Main St.,90037-2736,34.001568,-118.273838
Alliance Piera Barbaglia Shaheen Health Services Academy,8515 Kansas Ave.,90044-3496,33.96083,-118.294032
Alliance Renee and Meyer Luskin Academy High,2941 West 70th St.,90043-4420,33.97709,-118.325758
Alliance Richard Merkin Middle,2023 Union Ave.,90007-1326,34.036313,-118.282561
Alliance Susan and Eric Smidt Technology High,211 South Avenue 20,90031-2508,34.072368,-118.22022
Alliance Ted K. Tajima High,1552 W. Rockwood St.,90026-5520,34.063479,-118.261535
Alliance Tennenbaum Family Technology High,2050 North San Fernando Rd.,90065-1267,34.10226,-118.237398
Alliance Virgil Roberts Leadership Academy,2941 West 70th St.,90043-4420,33.97709,-118.325758
Alta California Elementary,14859 Rayen St.,91402-1508,34.231879,-118.456559
Alta Loma Elementary,1745 Vineyard Ave.,90019-5753,34.042526,-118.33886
Amanecer Primary Center,832 South Eastman Ave.,90023-1929,34.024653,-118.186166
Ambassador School-Global Education,3201 West Eighth St.,90005-2171,34.057779,-118.297662
Ambassador-Global Leadership,701 South Catalina St.,90005-1943,34.059692,-118.295474
Ambler Avenue Elementary,319 East Sherman Dr.,90746-1158,33.8775,-118.271457
Amelia Earhart Continuation,5355 Colfax Ave.,91601-3045,34.16784,-118.387821
American Unified School of Technology,"17530 Ventura Blvd., Ste 208",91316-3880,34.161352,-118.515203
Amestoy Elementary,1048 West 149th St.,90247-3008,33.896398,-118.293376
Anahuacalmecac International Preparatory High School of North America,4736 Huntington Dr. South,90032-1942,34.085252,-118.181239
Anahuacalmecac International University Preparatory of North America,4736 Huntington Dr. South,90032-1942,34.085085,-118.181545
Anatola Avenue Elementary,7364 Anatola Ave.,91406-2350,34.203639,-118.514587
Andasol Avenue Elementary,10126 Encino Ave.,91325-1404,34.254435,-118.515388
Andres and Maria Cardenas Elementary,6900 Calhoun Ave.,91405-3209,34.196067,-118.442175
Andrew Carnegie Middle,21820 Bonita St.,90745-3404,33.82958,-118.259254
Angel's Gate (Continuation),3607 South Gaffey St.,90731-6969,33.707853,-118.292858
Angeles Mesa Elementary,2611 West 52nd St.,90043-1917,33.995081,-118.321566
Angeles Workshop School,2221 S Barry Ave.,90064-1424,34.034118,-118.446684
Animo College Preparatory Academy,2265 East 103rd St.,90002-3132,33.944503,-118.23114
Animo Ellen Ochoa Charter Middle,4360 Dozier St.,90022-1840,34.041104,-118.171769
Animo Florence-Firestone Charter Middle,8255 Beach St.,90001-4014,33.962984,-118.242612
Animo Jackie Robinson High,3500 South Hill St.,90007-4333,34.018395,-118.275616
Animo James B. Taylor Charter Middle,810 East 111th Pl.,90059-1520,33.934818,-118.259887
Animo Jefferson Charter Middle,1655 East 27th St.,90011-2202,34.01271,-118.243982
Animo Justice Charter High,"1655 East 27th St., 1st Fl.",90011-2202,34.012544,-118.244512
Animo Legacy Charter Middle,12226 South Western Ave.,90047-5240,33.920533,-118.306787
Animo Locke ACE Academy,325 East 111th St.,90061,33.934867,-118.268939
Animo Locke Charter High School #3,325 East 111th St.,90015-1714,33.934867,-118.268939
Animo Locke II College Preparatory Academy,325 East 111th St.,90061-3003,33.934867,-118.268939
Animo Locke Technology High,810 East 111th Pl.,90059-1520,33.935281,-118.260269
Animo Mae Jemison Charter Middle,12700 S. Avalon Blvd.,90061-2730,33.917533,-118.2639
Animo Pat Brown,8205 Beach St.,90001-4014,33.963912,-118.242644
Animo Phillis Wheatley Charter Middle,12226 South Western Ave.,90047-5240,33.92109,-118.307869
Animo Ralph Bunche Charter High,1655 East 27th St.,90011-2202,34.01271,-118.243982
Animo South Los Angeles Charter,11130 Western Ave.,90047-4845,33.933015,-118.308295
Animo Venice Charter High,820 Broadway St.,90291-3408,33.997083,-118.463576
Animo Watts College Preparatory Academy,12628 Avalon Blvd.,90061-2728,33.917952,-118.265241
Animo Westside Charter Middle,5456 McConnell Ave.,90066-2056,33.977473,-118.418629
Ann Street Elementary,126 East Bloom St.,90012-1902,34.064925,-118.230493
Annalee Avenue Elementary,19410 South Annalee Ave.,90746-2687,33.854844,-118.252927
Annandale Elementary,6125 Poppy Peak Dr.,90042-1331,34.128343,-118.187007
APEX Academy,"1309 North Wilton Pl., 3rd Fl.",90028-8526,34.052234,-118.243685
Apperson Street Elementary,10233 Woodward Ave.,91040-3343,34.254928,-118.307092
Apple Academy Charter Public,4920 South Western Ave.,90062-2326,33.998521,-118.308675
Aragon Avenue Elementary,1118 Aragon Ave.,90065-1704,34.094929,-118.224694
Ararat Charter,6555 Sylmar Ave.,91401-6202,34.190002,-118.446593
Argo Navis School,5456 Mcconnell Ave,90066-2056,33.97753,-118.418551
